payment_id,installation_id,amount_xaf,payment_date,channel,status,operator_code
ORMN-78587242-854,1212,14000.0,04-07-2025,orange_money,success,OM237
ORMN-40227774-847,198,6300.0,2025-07-07,orange_money,success,
MOMO-33783650-560,41,24100.0,2024-01-12,mtn_momo,success,MTN174
ORMN-87428021-453,3432,39900.0,17/04/2024,orange_money,success,OM32
MOMO-91120289-939,2421,21000.0,19/10/2025,mtn_momo,success,MTN490
ORMN-76365245-242,17,8000.0,2024/08/01,orange_money,failed,
ORMN-65573457-490,3233,113100.0,23/01/2025,orange_money,success,ORANGE_MONEY
ORMN-68560517-917,3915,10500.0,09-08-2024,orange_money,success,OM-CM
MOMO-58945065-695,2502,11700.0,05/06/2024,mtn_momo,success,MTN888
ORMN-52151412-787,1763,18200.0,22/11/2025,orange_money,success,OM-CM
MOMO-99082555-740,242,78500.0,10/06/2024,mtn_momo,success,MTN405
ORMN-69774051-952,754,43000.0,12-10-2025,orange_money,success,OM237
MOMO-84265630-796,674,32400.0,2024-07-23,mtn_momo,success,MTN996
ORMN-26969595-634,3443,9000.0,2025-11-14,orange_money,success,OM38
CASH-69384745-336,4795,3600.0,27-10-2024,cash,success,
MOMO-41937020-981,4334,5700.0,15-04-2024,mtn_momo,success,MTN750
CASH-65290679-240,3177,5800.0,28-12-2024,cash,success,
MOMO-43706886-171,4721,17100.0,14/10/2024,mtn_momo,success,
ORMN-60294583-704,3741,6100.0,2024/11/04,orange_money,success,OM-CM
ORMN-77114831-330,3099,7000.0,2025-07-28,orange_money,success,OM237
BNKT-92830244-136,3077,8100.0,20/03/2025,bank_transfer,pending,SGBC4011
ORMN-80494332-911,1483,7400.0,31/01/2025,orange_money,success,ORANGE_MONEY
MOMO-12878266-974,4049,19100.0,2025-12-23,mtn_momo,success,MTN379
ORMN-11856946-709,1399,16800.0,09/11/2024,orange_money,success,OM-CM
MOMO-16187299-779,72,15000.0,25/08/2024,mtn_momo,success,MTN980
MOMO-32408695-474,2946,16400.0,21-05-2024,mtn_momo,failed,MTN864
CASH-62302120-197,839,4000.0,06-06-2024,cash,success,
CASH-50999470-695,1955,5500.0,2024-04-19,cash,success,
MOMO-90731018-930,2693,14400.0,2024-05-08,mtn_momo,success,MTN341
MOMO-42675297-734,3675,7700.0,17-09-2024,mtn_momo,success,MTN820
CASH-89695504-113,489,-2800.0,04/08/2024,cash,success,
MOMO-12766651-475,4455,11900.0,28/08/2024,mtn_momo,success,MTN477
MOMO-15408892-680,4406,7100.0,20/05/2025,mtn_momo,success,MTN939
ORMN-67500027-340,3418,11700.0,13-05-2024,orange_money,success,ORANGE_MONEY
ORMN-57995560-119,4093,10300.0,2025-02-20,orange_money,failed,OM-CM
MOMO-60693669-409,1295,4500.0,2024/02/15,mtn_momo,success,MTN960
ORMN-54417103-129,397,14100.0,2025-01-09,orange_money,success,ORANGE_MONEY
ORMN-79754816-734,227,7500.0,2024/11/05,orange_money,failed,OM84
CASH-53569943-590,3422,97500.0,2025/02/20,cash,success,
ORMN-16507961-544,1662,12700.0,2025/03/27,orange_money,success,OM237
BNKT-22772130-657,3470,14600.0,01/11/2025,bank_transfer,success,SGBC9296
MOMO-50836082-200,3347,45000.0,2025-05-01,mtn_momo,success,MTN817
MOMO-70263999-459-DUP,2590,6000.0,24/08/2025,mtn_momo,success,MTN230
MOMO-13090433-438,1825,7600.0,2025-11-27,mtn_momo,success,
CASH-56974616-147,2083,6300.0,10-02-2024,cash,failed,
ORMN-18325913-818,1550,21000.0,2024-05-25,orange_money,success,OM26
MOMO-89360882-536,2098,6400.0,25/03/2025,mtn_momo,success,MTN732
CASH-81397902-723,608,27600.0,2024/01/05,cash,success,
CASH-22358072-195,198,7000.0,18/02/2025,cash,success,
MOMO-18484675-795,906,13200.0,27/03/2025,mtn_momo,success,MTN843
ORMN-87855402-514,1449,17600.0,2024-10-28,orange_money,success,OM-CM
MOMO-71306913-772,3254,36000.0,2024-04-21,mtn_momo,success,MTN518
ORMN-50061386-538,3361,17500.0,2024/07/12,orange_money,success,OM16
ORMN-42333266-605,3987,3900.0,2024-12-29,orange_money,success,OM237
MOMO-31098785-986,699,24400.0,25/10/2024,mtn_momo,success,MTN923
MOMO-19105675-896,829,11600.0,04/05/2025,mtn_momo,success,MTN867
MOMO-30614764-476,39,39700.0,2024/07/28,mtn_momo,success,MTN705
MOMO-98831273-384,2857,26000.0,15-06-2025,mtn_momo,success,MTN609
ORMN-27858676-388,3132,103100.0,2025-05-22,orange_money,success,OM-CM
MOMO-25794127-339,3230,29900.0,12-06-2024,mtn_momo,failed,MTN508
MOMO-48411532-117,4790,13900.0,04-09-2025,mtn_momo,failed,MTN262
ORMN-63334410-623,3420,4100.0,2025-02-07,orange_money,success,OM237
ORMN-69795338-884,3573,5300.0,07/12/2025,orange_money,success,OM32
ORMN-20252078-791,1745,16300.0,28/10/2025,orange_money,success,OM237
ORMN-25305699-994,2724,5300.0,2025-01-23,orange_money,failed,ORANGE_MONEY
ORMN-35906184-858,4000,14800.0,16-07-2024,orange_money,failed,OM-CM
MOMO-73834559-194,3701,3600.0,2024/11/03,mtn_momo,success,MTN439
ORMN-14767906-376,157,4000.0,12-11-2025,orange_money,success,OM27
ORMN-10817149-613,331,15400.0,12/04/2024,orange_money,success,OM237
MOMO-60116152-278,827,3700.0,2024/06/24,mtn_momo,success,MTN436
ORMN-22794865-317,3764,9900.0,24-12-2025,orange_money,success,OM51
ORMN-90262239-816,1458,8200.0,15/04/2024,orange_money,success,OM-CM
MOMO-10959782-284,2510,5800.0,22/03/2025,mtn_momo,success,MTN309
MOMO-92688515-966,3708,27100.0,2025/01/17,mtn_momo,success,MTN463
MOMO-15218519-820,4050,17300.0,2024/03/23,mtn_momo,success,MTN420
MOMO-56841409-718,939,44700.0,2025-05-01,mtn_momo,success,MTN265
BNKT-90003573-666,1066,33500.0,05-04-2024,bank_transfer,failed,SGBC4639
MOMO-36890596-585,2441,24800.0,08-04-2025,mtn_momo,success,MTN824
MOMO-97727573-482,2201,15400.0,13-02-2025,mtn_momo,success,MTN602
MOMO-43767801-351,3875,7100.0,2024/11/14,mtn_momo,success,MTN341
CASH-43319855-744,4743,8900.0,2025/05/03,cash,success,
ORMN-69977132-661,3592,10600.0,2025-06-05,orange_money,success,OM29
ORMN-46815086-210,3688,28200.0,18-04-2025,orange_money,success,OM237
MOMO-53309085-978,2782,11500.0,03/05/2025,mtn_momo,success,MTN492
ORMN-17346176-345,425,7500.0,2024-10-30,orange_money,success,OM37
BNKT-85847700-728,4254,12900.0,26/10/2025,bank_transfer,success,SGBC5597
ORMN-64788692-821,1061,4200.0,06/07/2025,orange_money,success,OM237
BNKT-81563293-759,3017,7500.0,15-08-2025,bank_transfer,success,SGBC7723
MOMO-94847388-139,4400,6600.0,2025-02-13,mtn_momo,reversed,MTN642
MOMO-18575715-988,3493,8500.0,22-11-2024,mtn_momo,success,MTN521
MOMO-74689055-485,501,8000.0,2024/11/18,mtn_momo,success,MTN998
MOMO-40348463-700,247,42000.0,29/07/2024,mtn_momo,success,MTN396
ORMN-80034012-782,2413,10800.0,21-08-2025,orange_money,success,OM84
MOMO-62775239-689,2880,16400.0,2024-06-08,mtn_momo,success,MTN822
MOMO-23613455-297,2785,38500.0,09/12/2025,mtn_momo,success,MTN452
BNKT-21292837-635,3918,0.0,2025/06/18,bank_transfer,success,SGBC8859
ORMN-77171846-402,2450,3500.0,2025/02/05,orange_money,success,ORANGE_MONEY
MOMO-96056146-455,3218,8400.0,2025/02/27,mtn_momo,success,MTN924
MOMO-66334245-828,2502,14000.0,26/06/2024,mtn_momo,success,MTN214
MOMO-11813875-700,1424,17500.0,07/11/2024,mtn_momo,success,MTN232
MOMO-60054891-918,2685,16200.0,20-11-2024,mtn_momo,success,MTN546
MOMO-13389559-553,3850,8100.0,2025/09/01,mtn_momo,success,MTN486
MOMO-62100598-204,828,17500.0,2025-01-20,mtn_momo,success,MTN493
ORMN-16333377-978,964,12600.0,2024-12-18,orange_money,success,ORANGE_MONEY
ORMN-32047923-607,4002,5600.0,2025-10-10,orange_money,success,OM22
MOMO-15861897-707,4201,17800.0,22/01/2025,mtn_momo,pending,MTN283
MOMO-64324154-288,2050,17000.0,2025-11-16,mtn_momo,success,MTN319
ORMN-89090139-518,2747,11000.0,2025/11/10,orange_money,success,OM-CM
MOMO-28644160-665,433,8000.0,16/12/2025,mtn_momo,success,MTN728
ORMN-48731102-620,1761,7200.0,07/09/2025,orange_money,failed,OM56
MOMO-17029352-841,142,8900.0,2025/03/25,mtn_momo,success,MTN592
MOMO-93125210-860,3,5800.0,2024/04/06,mtn_momo,success,MTN395
ORMN-11307564-407,4217,4000.0,07-06-2024,orange_money,success,OM237
ORMN-42357405-463,3368,21600.0,2025-07-01,orange_money,failed,OM78
MOMO-83935327-783,3756,113400.0,2024-01-24,mtn_momo,success,MTN556
MOMO-49883122-576,3330,7700.0,01-10-2024,mtn_momo,pending,
MOMO-88806689-413,311,4000.0,2025-12-21,mtn_momo,success,MTN168
ORMN-56331279-667,831,13700.0,26-10-2024,orange_money,success,OM237
MOMO-69586151-389,850,32000.0,2024-12-03,mtn_momo,success,MTN824
MOMO-51011096-366,1361,14800.0,2024/10/31,mtn_momo,success,MTN882
ORMN-26366445-290,3177,7400.0,06/06/2024,orange_money,pending,OM-CM
MOMO-60946160-995,3022,17100.0,23-12-2025,mtn_momo,success,MTN247
ORMN-70653978-842,2380,3900.0,2024-12-12,orange_money,success,ORANGE_MONEY
ORMN-68349449-591,4339,14000.0,10/02/2024,orange_money,success,ORANGE_MONEY
ORMN-28040763-143,2980,5100.0,27-08-2024,orange_money,success,ORANGE_MONEY
MOMO-99443123-153,4329,11200.0,26/12/2025,mtn_momo,failed,MTN425
MOMO-45343875-998,2886,-4600.0,27-03-2025,mtn_momo,failed,MTN844
MOMO-34002431-283,80,5300.0,19/02/2024,mtn_momo,success,MTN746
ORMN-37227973-989,2908,3500.0,27-08-2024,orange_money,success,ORANGE_MONEY
ORMN-18826011-880,778,24400.0,2025-01-10,orange_money,success,ORANGE_MONEY
MOMO-19028737-198,877,16600.0,10/06/2025,mtn_momo,success,MTN492
MOMO-83335674-626,2412,14100.0,08-04-2025,mtn_momo,success,MTN409
ORMN-30212478-455,2514,11100.0,14-10-2024,orange_money,success,ORANGE_MONEY
CASH-88020657-783,1118,13000.0,2024-09-30,cash,success,
MOMO-65466280-683,2862,40200.0,01-04-2024,mtn_momo,success,MTN106
ORMN-16677296-836,3636,7700.0,2024-04-19,orange_money,success,ORANGE_MONEY
MOMO-60386935-814,2590,7000.0,29-01-2024,mtn_momo,failed,MTN646
ORMN-88862386-295,4340,3600.0,21/02/2025,orange_money,success,ORANGE_MONEY
MOMO-40240128-229,1983,5200.0,15-02-2024,mtn_momo,success,MTN972
ORMN-40480346-292,4350,9400.0,2024/01/19,orange_money,success,OM77
BNKT-27362559-489,614,43600.0,2025/03/04,bank_transfer,success,SGBC7279
ORMN-39794018-286,1584,14800.0,2024-02-27,orange_money,pending,ORANGE_MONEY
CASH-51363110-394,3848,14800.0,2025/12/04,cash,success,
ORMN-39372020-630,2286,40900.0,06-01-2025,orange_money,success,OM-CM
ORMN-73236460-711,2871,21600.0,22-10-2025,orange_money,failed,OM237
MOMO-44911022-721,2942,6300.0,2024/12/18,mtn_momo,success,MTN119
MOMO-90869393-663,1842,10200.0,27/12/2025,mtn_momo,success,MTN601
MOMO-51155433-360,2964,3700.0,10-02-2024,mtn_momo,failed,MTN559
MOMO-95554455-712,1193,7700.0,24/01/2025,mtn_momo,success,MTN621
MOMO-93229010-648,403,16600.0,2025-12-30,mtn_momo,success,MTN536
CASH-88514076-725,2715,84200.0,2024/07/31,cash,success,
CASH-47956630-324,1970,-2500.0,03/05/2024,cash,success,
ORMN-76078589-925,150,4100.0,2024/09/30,orange_money,success,OM59
ORMN-34702826-641,4206,6600.0,2024-07-07,orange_money,success,OM237
CASH-75442208-342,3330,7500.0,2024-03-11,cash,reversed,
ORMN-20287700-639,2812,5100.0,2024/06/20,orange_money,failed,OM17
BNKT-37644905-834,4683,7200.0,2025-08-21,bank_transfer,success,SGBC7072
ORMN-71326879-360,975,6500.0,22/08/2024,orange_money,failed,OM24
MOMO-76209423-276,2627,5500.0,01/01/2025,mtn_momo,reversed,MTN215
MOMO-62873588-223,3662,39900.0,22-04-2024,mtn_momo,failed,MTN814
MOMO-96791732-727,3187,15400.0,2024/12/17,mtn_momo,pending,MTN478
CASH-64995024-684,3419,4300.0,22-04-2024,cash,success,
BNKT-52350105-259,1074,-4600.0,2025-07-24,bank_transfer,success,SGBC3507
MOMO-24497563-538,1116,8900.0,2025/02/24,mtn_momo,success,MTN446
MOMO-90318856-989,4551,98300.0,05/12/2024,mtn_momo,success,MTN459
CASH-52785482-448,640,133300.0,2024/09/17,cash,failed,
ORMN-31821041-120,2082,4100.0,2024-07-18,orange_money,failed,ORANGE_MONEY
CASH-45580863-851,2513,97200.0,04-05-2025,cash,success,
MOMO-64040226-207,3142,54400.0,2025/10/15,mtn_momo,success,MTN498
MOMO-50839665-133,850,40500.0,16/11/2025,mtn_momo,success,
ORMN-61743983-118,3296,4300.0,04/12/2025,orange_money,success,OM237
ORMN-44474673-176,4316,11900.0,2024/03/06,orange_money,success,OM13
ORMN-16189026-320,3156,16700.0,2025/09/17,orange_money,success,OM-CM
CASH-38892865-416,4180,69800.0,2025-08-26,cash,success,
ORMN-55806107-154,3933,10200.0,23-02-2025,orange_money,success,OM29
MOMO-81900347-892,2879,17600.0,30/08/2024,mtn_momo,success,MTN525
MOMO-18660433-502,407,16000.0,2025-08-26,mtn_momo,failed,MTN718
MOMO-68901920-409,2277,6100.0,04-10-2024,mtn_momo,success,MTN686
ORMN-70025358-232,3320,3600.0,2025-10-05,orange_money,success,ORANGE_MONEY
CASH-83225284-691,4617,3900.0,10/08/2024,cash,success,
MOMO-82587367-518,452,4500.0,2025/07/19,mtn_momo,success,MTN187
MOMO-60837575-501,3370,33100.0,2024/02/28,mtn_momo,success,MTN527
ORMN-68176972-682,2554,30400.0,26/11/2025,orange_money,success,OM-CM
CASH-92784562-595,1340,5800.0,2024/07/19,cash,success,
ORMN-11554150-930,4434,81800.0,2025-11-03,orange_money,success,OM-CM
MOMO-86267948-452,2206,38200.0,2025-08-16,mtn_momo,pending,MTN588
BNKT-53637905-239,1487,10100.0,20/11/2024,bank_transfer,success,SGBC8702
MOMO-40173466-135,3321,14100.0,2024-03-31,mtn_momo,success,MTN726
MOMO-19505016-390,385,5000.0,14-06-2025,mtn_momo,success,MTN192
ORMN-89558718-930,2339,11800.0,16-03-2024,orange_money,success,ORANGE_MONEY
ORMN-37070364-902,2405,12800.0,23-11-2025,orange_money,success,ORANGE_MONEY
CASH-42441131-642,2013,8600.0,2025-01-15,cash,failed,
ORMN-75437968-588,3243,15200.0,21/01/2024,orange_money,success,OM25
MOMO-77883307-940,1122,131700.0,2025/06/05,mtn_momo,success,MTN360
MOMO-30496214-462,3665,22400.0,2024/07/19,mtn_momo,success,MTN279
MOMO-68918004-536,4391,38300.0,2024-09-03,mtn_momo,success,MTN261
MOMO-35686435-834,4352,14200.0,31-08-2025,mtn_momo,pending,MTN105
BNKT-71533462-390,2340,3800.0,25-06-2024,bank_transfer,failed,SGBC9769
MOMO-15072097-452,3644,9800.0,2025-04-23,mtn_momo,success,MTN661
MOMO-75843736-734,2936,30400.0,10/11/2024,mtn_momo,success,MTN996
MOMO-22897762-559,959,6700.0,2024-05-07,mtn_momo,success,MTN617
CASH-89874580-262,1692,30200.0,13-04-2024,cash,pending,
MOMO-21463273-374,295,14300.0,18/07/2025,mtn_momo,success,MTN432
ORMN-69941492-869,520,15500.0,16-11-2025,orange_money,success,OM237
ORMN-24918358-816,917,15200.0,2024/05/08,orange_money,success,OM-CM
CASH-64615809-124,2841,5300.0,2025-09-10,cash,failed,
MOMO-50850392-431,4513,5500.0,23/08/2025,mtn_momo,success,MTN350
MOMO-28141496-511,4542,17300.0,08/05/2025,mtn_momo,reversed,
MOMO-84471106-640,4158,12900.0,04-01-2024,mtn_momo,success,MTN366
ORMN-43822925-951,3134,8100.0,05-09-2025,orange_money,success,OM87
MOMO-94071923-895,202,5000.0,07/12/2024,mtn_momo,success,MTN778
MOMO-89308328-219,4454,24700.0,14/05/2024,mtn_momo,success,MTN465
MOMO-42289991-355,2470,14900.0,12-12-2025,mtn_momo,success,MTN331
ORMN-83475020-346,780,6100.0,2025-05-01,orange_money,success,OM237
MOMO-92937830-377,2535,42500.0,2024-11-07,mtn_momo,success,MTN238
MOMO-10760220-823,1784,6600.0,28-11-2025,mtn_momo,failed,MTN321
MOMO-88225249-789,4317,3600.0,2024/01/14,mtn_momo,success,MTN513
CASH-71739849-248,1904,9700.0,2024/05/29,cash,success,
MOMO-28972402-131,4202,8300.0,16-03-2025,mtn_momo,success,MTN557
ORMN-14258801-879,1465,-600.0,29/02/2024,orange_money,success,OM237
MOMO-86718045-514,2223,16400.0,29-02-2024,mtn_momo,success,MTN989
ORMN-90868281-527-DUP,1955,6300.0,09-11-2025,orange_money,failed,OM237
ORMN-72084027-608,3487,10400.0,2024-02-13,orange_money,success,OM92
MOMO-71519829-174,3902,-1900.0,2025/08/20,mtn_momo,success,MTN623
ORMN-56221451-272,2620,5500.0,04-06-2024,orange_money,success,OM237
MOMO-63230970-983,4380,8700.0,21-02-2025,mtn_momo,success,MTN374
MOMO-43343411-104,3504,7000.0,11-11-2025,mtn_momo,success,MTN938
ORMN-68411661-303,3546,8200.0,2025-05-11,orange_money,success,OM-CM
CASH-82404035-516,450,-2300.0,2024-04-16,cash,success,
ORMN-22736182-835,3196,7400.0,2024/04/02,orange_money,success,
MOMO-30544720-908,3997,8400.0,2024/10/09,mtn_momo,success,MTN702
CASH-33828083-442,4604,16100.0,20-04-2025,cash,success,
MOMO-73156724-304,243,5900.0,2025/03/22,mtn_momo,failed,MTN298
MOMO-25940957-318,4125,6700.0,15-05-2025,mtn_momo,success,MTN774
MOMO-87992626-958,2762,104100.0,2025/04/16,mtn_momo,success,MTN859
MOMO-60572065-221,2834,31500.0,04-11-2025,mtn_momo,pending,MTN360
MOMO-33624068-155,3978,24300.0,05/05/2025,mtn_momo,success,MTN285
MOMO-74040740-764,4798,13900.0,16-11-2024,mtn_momo,success,MTN762
ORMN-22705392-817,2138,106900.0,2024/08/29,orange_money,success,OM-CM
ORMN-47576779-883,2109,17100.0,2025/10/09,orange_money,success,OM-CM
ORMN-18711731-839,4584,56300.0,2025-02-05,orange_money,success,OM32
MOMO-28175659-601,2847,12900.0,2024/05/15,mtn_momo,success,MTN349
MOMO-32825005-579,2191,9500.0,31/05/2025,mtn_momo,success,MTN837
ORMN-88536261-859,1470,9600.0,19-04-2025,orange_money,success,ORANGE_MONEY
ORMN-32261108-873,4356,42300.0,16/06/2024,orange_money,pending,OM-CM
MOMO-76151590-805,2656,24000.0,2024-01-28,mtn_momo,failed,MTN690
MOMO-30716968-464,228,11800.0,19/05/2024,mtn_momo,success,
BNKT-48371432-925,4231,14700.0,30/11/2025,bank_transfer,success,SGBC1719
MOMO-15172751-641,4401,11200.0,2025-03-22,mtn_momo,success,MTN299
ORMN-82362970-396,3105,4300.0,2025-01-15,orange_money,success,ORANGE_MONEY
ORMN-82797261-192,3497,6200.0,2025-11-23,orange_money,failed,OM237
ORMN-65986348-513,807,3700.0,2025/07/09,orange_money,success,OM-CM
ORMN-61671235-464,4388,22100.0,23/12/2025,orange_money,success,OM29
ORMN-53746916-608,3599,15800.0,2024-06-18,orange_money,success,OM78
MOMO-36526511-486,2280,14100.0,2024-08-20,mtn_momo,success,MTN715
BNKT-74820448-203,3849,10000.0,2025-10-12,bank_transfer,success,SGBC6971
MOMO-23494771-352,4777,5400.0,2025-07-05,mtn_momo,success,MTN704
ORMN-60746591-791,2667,11300.0,2024/04/22,orange_money,success,ORANGE_MONEY
ORMN-82093468-828,2579,0.0,11/10/2025,orange_money,reversed,ORANGE_MONEY
MOMO-62295040-806,1212,14000.0,21-07-2024,mtn_momo,success,MTN899
MOMO-63687368-996,1745,15200.0,22/02/2024,mtn_momo,success,MTN745
ORMN-85482149-117,3897,11200.0,30/05/2025,orange_money,success,ORANGE_MONEY
MOMO-63684884-704,3340,9300.0,22-07-2025,mtn_momo,pending,MTN230
CASH-14737572-224,1093,44500.0,2025/07/31,cash,success,
MOMO-54369542-398,1450,53600.0,2025/05/19,mtn_momo,success,MTN811
MOMO-96746324-164,2563,6700.0,25/03/2025,mtn_momo,success,MTN503
ORMN-10954735-775,2072,3900.0,25-04-2024,orange_money,success,OM22
CASH-46553900-750,2010,42500.0,2024-12-08,cash,success,
BNKT-95841625-215,1261,6800.0,2024-06-24,bank_transfer,success,SGBC1497
MOMO-95773823-766,1594,40200.0,02/03/2025,mtn_momo,success,MTN769
MOMO-32321066-982,148,30500.0,2024/01/16,mtn_momo,success,MTN170
ORMN-10484956-675,2035,37300.0,01-09-2025,orange_money,success,OM85
MOMO-48540795-895,4503,43100.0,13-11-2024,mtn_momo,success,MTN867
ORMN-40109213-141,2565,6200.0,12-12-2024,orange_money,pending,OM237
MOMO-55290213-782,4496,17200.0,2025-05-08,mtn_momo,failed,MTN126
MOMO-44054442-611,3845,16200.0,2025/03/16,mtn_momo,success,MTN718
MOMO-25958036-381,2417,7900.0,07-04-2024,mtn_momo,success,MTN436
MOMO-82255787-565,431,11900.0,2024-05-03,mtn_momo,success,MTN965
MOMO-85260599-134,3591,25900.0,2024-12-16,mtn_momo,success,MTN627
CASH-89553513-677,4789,41900.0,17-07-2025,cash,success,
ORMN-10649502-393,3385,8000.0,30-09-2024,orange_money,success,OM-CM
BNKT-98946808-797,637,18100.0,28-02-2025,bank_transfer,success,SGBC8275
ORMN-56956552-719,1361,11300.0,14-04-2025,orange_money,reversed,OM-CM
ORMN-12329101-118,2181,15100.0,2024-10-05,orange_money,reversed,OM55
MOMO-48006906-918,4226,9900.0,2025-09-06,mtn_momo,success,MTN498
ORMN-77487086-540,3960,7300.0,2025/02/06,orange_money,success,OM-CM
ORMN-22250918-246,2793,14900.0,2024-01-05,orange_money,success,OM-CM
CASH-55335147-266,2063,38800.0,04-08-2025,cash,success,
MOMO-64060966-191,2457,32000.0,2024/04/26,mtn_momo,success,MTN151
ORMN-87635086-289,1726,6900.0,2024/09/17,orange_money,success,OM237
ORMN-49808124-484,2515,30800.0,27/12/2024,orange_money,success,OM237
MOMO-11547274-868,431,11100.0,2025/01/15,mtn_momo,success,MTN352
ORMN-32137457-125,31,30200.0,2024-06-13,orange_money,failed,OM24
MOMO-55524268-325,2395,87400.0,2024/12/06,mtn_momo,success,MTN575
MOMO-63252173-684,1961,8500.0,02-10-2025,mtn_momo,success,MTN406
MOMO-17886951-905,1876,40100.0,06/01/2025,mtn_momo,success,MTN820
ORMN-50809043-402,4123,18200.0,16/05/2025,orange_money,failed,OM95
ORMN-55756377-381,1401,9500.0,18-07-2025,orange_money,success,OM237
MOMO-68218134-642,300,13800.0,2025-07-07,mtn_momo,success,MTN395
MOMO-51214442-714,395,4700.0,17-05-2025,mtn_momo,success,MTN764
MOMO-22657840-598,2539,-1200.0,2025/01/14,mtn_momo,success,MTN492
MOMO-13993705-973,2165,111400.0,23/02/2024,mtn_momo,success,MTN214
ORMN-48136102-697,3119,22600.0,13-08-2025,orange_money,success,OM-CM
MOMO-58626696-910,1468,10700.0,30-05-2024,mtn_momo,success,MTN523
MOMO-73684164-943,2337,129400.0,2025/02/18,mtn_momo,success,MTN155
ORMN-78492499-670,644,30600.0,2024-10-20,orange_money,success,OM-CM
ORMN-63597366-573,1648,6500.0,17/11/2024,orange_money,success,OM-CM
MOMO-48239267-359,4653,25200.0,2024/07/04,mtn_momo,success,MTN616
CASH-69959905-318,196,11500.0,20-11-2024,cash,success,
MOMO-65415033-703,4441,147600.0,2024/10/23,mtn_momo,success,MTN268
MOMO-47364612-288,4684,-4600.0,2024/07/14,mtn_momo,success,MTN343
MOMO-40754768-343,3717,5200.0,16/04/2025,mtn_momo,success,MTN931
ORMN-49865166-582,1438,5500.0,2025/10/25,orange_money,success,OM-CM
MOMO-81564805-556,3340,11400.0,13/06/2024,mtn_momo,success,MTN424
MOMO-42893500-392,3,6100.0,04-03-2024,mtn_momo,success,MTN610
CASH-86633669-765,2043,42300.0,2024/12/02,cash,success,
MOMO-38493310-845,1382,7000.0,20-05-2024,mtn_momo,success,MTN939
CASH-82410142-470,4686,15700.0,10/03/2025,cash,success,
ORMN-32938911-997,3152,14600.0,2024/11/18,orange_money,success,OM-CM
MOMO-35152647-993,2716,35500.0,07/09/2024,mtn_momo,reversed,MTN923
ORMN-84663502-155,2313,16700.0,2025-09-30,orange_money,success,OM22
CASH-26971952-462,2260,-4000.0,13/05/2024,cash,success,
MOMO-27583471-138,4127,4400.0,2025-03-16,mtn_momo,success,MTN387
ORMN-19625573-439,4178,14900.0,21-10-2025,orange_money,failed,OM-CM
CASH-43542538-341,239,16900.0,05-05-2024,cash,success,
ORMN-12165741-333,2419,136000.0,2024/07/20,orange_money,success,ORANGE_MONEY
BNKT-64036360-964,646,7800.0,2024/08/19,bank_transfer,success,SGBC7002
ORMN-50159077-137,3253,13900.0,19/02/2024,orange_money,success,OM30
MOMO-47479545-977,2019,6900.0,2024/11/22,mtn_momo,success,MTN472
CASH-97250379-826,3703,34800.0,12/05/2025,cash,success,
ORMN-61925428-519,3243,8600.0,09-12-2024,orange_money,failed,OM45
ORMN-84901723-152,3714,17600.0,2025/09/24,orange_money,success,ORANGE_MONEY
ORMN-16862436-596,1437,4800.0,2025-09-09,orange_money,success,OM237
ORMN-54904105-871,1900,21100.0,2024-09-12,orange_money,success,ORANGE_MONEY
MOMO-32450382-587,962,4900.0,2024-02-26,mtn_momo,success,MTN833
MOMO-52536333-401,754,30600.0,06/12/2025,mtn_momo,success,MTN310
ORMN-76390947-994,3202,12300.0,19/07/2025,orange_money,failed,OM237
MOMO-14604267-700,2990,11900.0,2024/11/05,mtn_momo,success,MTN541
MOMO-14468974-136,996,22600.0,12-01-2024,mtn_momo,success,MTN449
ORMN-77314693-353,1811,6400.0,19/03/2024,orange_money,success,OM-CM
MOMO-66378986-654,2489,6100.0,2025/07/30,mtn_momo,success,MTN493
MOMO-16351655-404,1839,7100.0,01/05/2024,mtn_momo,success,MTN426
MOMO-20380295-935,705,14500.0,24-12-2024,mtn_momo,success,MTN974
ORMN-36685164-960,232,-4500.0,2025-05-04,orange_money,success,OM237
MOMO-97842754-567,4434,66800.0,11/08/2025,mtn_momo,success,MTN372
MOMO-51582584-869,568,15300.0,2024-07-25,mtn_momo,success,MTN451
MOMO-87669233-755,3137,7100.0,19-12-2024,mtn_momo,success,MTN949
ORMN-76675842-307,882,7200.0,2025-10-13,orange_money,success,OM-CM
MOMO-41796965-390,532,35900.0,2024-03-14,mtn_momo,success,MTN355
MOMO-88250655-625,1037,8800.0,06-09-2024,mtn_momo,success,MTN870
BNKT-57464932-842,1824,9100.0,06/08/2025,bank_transfer,success,SGBC8160
MOMO-43343857-156,1148,63900.0,2025/04/11,mtn_momo,success,MTN107
CASH-79520528-982,4272,42300.0,18/04/2024,cash,success,
ORMN-87319832-221,2178,14000.0,30-12-2024,orange_money,success,OM237
ORMN-58350731-973,2030,7600.0,2025-03-20,orange_money,success,OM88
ORMN-76450707-110,4633,12600.0,06-01-2024,orange_money,success,ORANGE_MONEY
ORMN-15902721-632,627,16800.0,2025-08-28,orange_money,success,OM237
ORMN-86605307-626,4470,14000.0,2025-05-20,orange_money,success,ORANGE_MONEY
MOMO-93124860-930,2121,42600.0,01-04-2025,mtn_momo,success,MTN919
MOMO-55869624-180,2874,3900.0,14-02-2025,mtn_momo,success,MTN187
