source_id,source_type,target_id,target_type,relation,date,weight
DIST-035,distributor,1680,installation,SOLD,07/10/2020,
DIST-003,distributor,1681,installation,SOLD,2021-07-08,
DIST-025,distributor,1682,installation,SOLD,12/06/2021,
DIST-026,distributor,1683,installation,SOLD,20-04-2023,
DIST-026,distributor,1684,installation,SOLD,17-11-2020,
DIST-003,distributor,1685,installation,SOLD,01-11-2023,
DIST-020,distributor,1686,installation,SOLD,2023-05-16,
DIST-006,distributor,1687,installation,SOLD,2021/05/31,
DIST-010,distributor,1688,installation,SOLD,17/07/2024,
DIST-037,distributor,1689,installation,SOLD,2022-05-29,
DIST-024,distributor,1690,installation,SOLD,2022-01-28,
DIST-032,distributor,1691,installation,SOLD,2023/05/06,
DIST-038,distributor,1692,installation,SOLD,2022/06/12,
DIST-026,distributor,1693,installation,SOLD,22-03-2025,
DIST-019,distributor,1694,installation,SOLD,19/09/2024,
DIST-010,distributor,1695,installation,SOLD,28-04-2023,
DIST-018,distributor,1696,installation,SOLD,18/04/2023,
DIST-038,distributor,1697,installation,SOLD,03-07-2021,
DIST-027,distributor,1698,installation,SOLD,2024-01-22,
DIST-010,distributor,1699,installation,SOLD,2020/11/02,
DIST-018,distributor,1700,installation,SOLD,30-08-2021,
DIST-004,distributor,1701,installation,SOLD,2021-10-24,
DIST-009,distributor,1702,installation,SOLD,2023/07/27,
DIST-003,distributor,1703,installation,SOLD,2023-03-15,
DIST-003,distributor,1704,installation,SOLD,16-06-2021,
DIST-008,distributor,1705,installation,SOLD,2025/04/21,
DIST-003,distributor,1706,installation,SOLD,06-11-2021,
DIST-032,distributor,1707,installation,SOLD,2023-02-02,
DIST-029,distributor,1708,installation,SOLD,2025-05-27,
DIST-009,distributor,1709,installation,SOLD,18/10/2023,
DIST-033,distributor,1710,installation,SOLD,30-04-2025,
DIST-008,distributor,1711,installation,SOLD,2021/01/04,
DIST-017,distributor,1712,installation,SOLD,2024-03-26,
DIST-010,distributor,1713,installation,SOLD,27/06/2024,
DIST-012,distributor,1714,installation,SOLD,05-03-2023,
DIST-016,distributor,1715,installation,SOLD,2024-03-27,
DIST-007,distributor,1716,installation,SOLD,20-03-2020,
DIST-001,distributor,1717,installation,SOLD,2020-10-09,
DIST-037,distributor,1718,installation,SOLD,2024/03/11,
DIST-024,distributor,1719,installation,SOLD,31/12/2024,
DIST-037,distributor,1720,installation,SOLD,2023/01/28,
DIST-021,distributor,1721,installation,SOLD,2024/05/22,
DIST-028,distributor,1722,installation,SOLD,16/04/2020,
DIST-037,distributor,1723,installation,SOLD,27-10-2023,
DIST-032,distributor,1724,installation,SOLD,17/02/2022,
DIST-002,distributor,1725,installation,SOLD,18-01-2023,
DIST-008,distributor,1726,installation,SOLD,2023/06/01,
DIST-003,distributor,1727,installation,SOLD,23/02/2025,
DIST-030,distributor,1728,installation,SOLD,31-07-2022,
DIST-027,distributor,1729,installation,SOLD,11-02-2024,
DIST-029,distributor,1730,installation,SOLD,18/10/2022,
DIST-003,distributor,1731,installation,SOLD,2022/03/29,
DIST-028,distributor,1732,installation,SOLD,11-02-2024,
DIST-037,distributor,1733,installation,SOLD,2022/01/22,
DIST-023,distributor,1734,installation,SOLD,2024-08-30,
DIST-019,distributor,1735,installation,SOLD,2024/12/03,
DIST-022,distributor,1736,installation,SOLD,2022-08-25,
DIST-016,distributor,1737,installation,SOLD,2022/05/13,
DIST-036,distributor,1738,installation,SOLD,27/01/2022,
DIST-035,distributor,1739,installation,SOLD,2024/08/09,
DIST-012,distributor,1740,installation,SOLD,27/03/2024,
DIST-022,distributor,1741,installation,SOLD,2025-02-22,
DIST-025,distributor,1742,installation,SOLD,2021-06-05,
DIST-030,distributor,1743,installation,SOLD,2023/07/06,
DIST-022,distributor,1744,installation,SOLD,04/03/2024,
DIST-020,distributor,1745,installation,SOLD,12-12-2022,
DIST-014,distributor,1746,installation,SOLD,2021-09-22,
DIST-013,distributor,1747,installation,SOLD,2022-08-27,
DIST-038,distributor,1748,installation,SOLD,15/07/2023,
DIST-006,distributor,1749,installation,SOLD,22-04-2024,
DIST-021,distributor,1750,installation,SOLD,2022/02/08,
DIST-029,distributor,1751,installation,SOLD,2021-07-09,
DIST-002,distributor,1752,installation,SOLD,30/07/2023,
DIST-027,distributor,1753,installation,SOLD,27/09/2020,
DIST-023,distributor,1754,installation,SOLD,2022-11-05,
DIST-015,distributor,1755,installation,SOLD,2024/11/22,
DIST-035,distributor,1756,installation,SOLD,28/09/2020,
DIST-029,distributor,1757,installation,SOLD,2023/09/06,
DIST-012,distributor,1758,installation,SOLD,03-08-2020,
DIST-005,distributor,1759,installation,SOLD,09/11/2022,
DIST-016,distributor,1760,installation,SOLD,04-10-2021,
DIST-034,distributor,1761,installation,SOLD,13/07/2024,
DIST-004,distributor,1762,installation,SOLD,16-10-2020,
DIST-007,distributor,1763,installation,SOLD,2025/05/31,
DIST-010,distributor,1764,installation,SOLD,2023/06/18,
DIST-010,distributor,1765,installation,SOLD,30-08-2021,
DIST-013,distributor,1766,installation,SOLD,2022/08/18,
DIST-018,distributor,1767,installation,SOLD,30/07/2021,
DIST-029,distributor,1768,installation,SOLD,16-09-2021,
DIST-021,distributor,1769,installation,SOLD,2022-06-11,
DIST-011,distributor,1770,installation,SOLD,2024-12-27,
DIST-009,distributor,1771,installation,SOLD,2023-04-21,
DIST-010,distributor,1772,installation,SOLD,07-11-2022,
DIST-019,distributor,1773,installation,SOLD,10/09/2021,
DIST-036,distributor,1774,installation,SOLD,2021-10-26,
DIST-005,distributor,1775,installation,SOLD,2020-11-16,
DIST-024,distributor,1776,installation,SOLD,13-11-2023,
DIST-021,distributor,1777,installation,SOLD,25/09/2024,
DIST-012,distributor,1778,installation,SOLD,09-06-2024,
DIST-025,distributor,1779,installation,SOLD,24-07-2022,
DIST-010,distributor,1780,installation,SOLD,2023-11-15,
DIST-011,distributor,1781,installation,SOLD,2024-09-08,
DIST-008,distributor,1782,installation,SOLD,24-05-2025,
DIST-033,distributor,1783,installation,SOLD,08/02/2021,
DIST-004,distributor,1784,installation,SOLD,2021-11-02,
DIST-003,distributor,1785,installation,SOLD,2021/09/09,
DIST-011,distributor,1786,installation,SOLD,19/12/2024,
DIST-015,distributor,1787,installation,SOLD,2024-11-21,
DIST-022,distributor,1788,installation,SOLD,10-10-2024,
DIST-028,distributor,1789,installation,SOLD,01/02/2021,
DIST-035,distributor,1790,installation,SOLD,2022/01/25,
DIST-032,distributor,1791,installation,SOLD,13-07-2020,
DIST-018,distributor,1792,installation,SOLD,2020-10-20,
DIST-030,distributor,1793,installation,SOLD,2021/02/07,
DIST-012,distributor,1794,installation,SOLD,2020-04-21,
DIST-023,distributor,1795,installation,SOLD,2020-12-18,
DIST-018,distributor,1796,installation,SOLD,29-03-2020,
DIST-027,distributor,1797,installation,SOLD,03/10/2022,
DIST-032,distributor,1798,installation,SOLD,2023/02/27,
DIST-027,distributor,1799,installation,SOLD,15-08-2022,
DIST-019,distributor,1800,installation,SOLD,2025-04-23,
DIST-009,distributor,1801,installation,SOLD,30-06-2020,
DIST-017,distributor,1802,installation,SOLD,2021-01-19,
DIST-031,distributor,1803,installation,SOLD,2021/01/24,
DIST-014,distributor,1804,installation,SOLD,05-02-2023,
DIST-025,distributor,1805,installation,SOLD,2024/11/28,
DIST-031,distributor,1806,installation,SOLD,30/04/2020,
DIST-024,distributor,1807,installation,SOLD,17/03/2021,
DIST-009,distributor,1808,installation,SOLD,13-07-2020,
DIST-020,distributor,1809,installation,SOLD,2023-05-18,
DIST-009,distributor,1810,installation,SOLD,2023-10-13,
DIST-029,distributor,1811,installation,SOLD,13-05-2022,
DIST-015,distributor,1812,installation,SOLD,2022-12-09,
DIST-022,distributor,1813,installation,SOLD,07/01/2022,
DIST-005,distributor,1814,installation,SOLD,2024-03-07,
DIST-035,distributor,1815,installation,SOLD,2022/04/05,
DIST-023,distributor,1816,installation,SOLD,28/10/2022,
DIST-005,distributor,1817,installation,SOLD,10/08/2020,
DIST-031,distributor,1818,installation,SOLD,2023-04-12,
DIST-038,distributor,1819,installation,SOLD,08-01-2025,
DIST-033,distributor,1820,installation,SOLD,2022-01-20,
DIST-012,distributor,1821,installation,SOLD,25-06-2020,
DIST-001,distributor,1822,installation,SOLD,18-11-2024,
DIST-027,distributor,1823,installation,SOLD,2021/12/21,
DIST-028,distributor,1824,installation,SOLD,2021/10/06,
DIST-011,distributor,1825,installation,SOLD,18/07/2023,
DIST-028,distributor,1826,installation,SOLD,25/01/2023,
DIST-015,distributor,1827,installation,SOLD,2024-09-06,
DIST-019,distributor,1828,installation,SOLD,2021/08/11,
DIST-024,distributor,1829,installation,SOLD,2024/12/08,
DIST-038,distributor,1830,installation,SOLD,20/05/2021,
DIST-013,distributor,1831,installation,SOLD,03/01/2024,
DIST-014,distributor,1832,installation,SOLD,10-07-2021,
DIST-033,distributor,1833,installation,SOLD,10/11/2023,
DIST-037,distributor,1834,installation,SOLD,01/08/2021,
DIST-028,distributor,1835,installation,SOLD,2025-02-21,
DIST-002,distributor,1836,installation,SOLD,12/02/2024,
DIST-016,distributor,1837,installation,SOLD,03/11/2020,
DIST-009,distributor,1838,installation,SOLD,2022/11/05,
DIST-035,distributor,1839,installation,SOLD,08/06/2024,
DIST-014,distributor,1840,installation,SOLD,31-01-2023,
DIST-014,distributor,1841,installation,SOLD,01-07-2024,
DIST-035,distributor,1842,installation,SOLD,28/10/2023,
DIST-025,distributor,1843,installation,SOLD,14-03-2022,
DIST-026,distributor,1844,installation,SOLD,19/05/2025,
DIST-035,distributor,1845,installation,SOLD,20-05-2023,
DIST-017,distributor,1846,installation,SOLD,02/09/2023,
DIST-014,distributor,1847,installation,SOLD,17-09-2022,
DIST-032,distributor,1848,installation,SOLD,2020/03/26,
DIST-017,distributor,1849,installation,SOLD,19-06-2022,
DIST-032,distributor,1850,installation,SOLD,29/04/2025,
DIST-021,distributor,1851,installation,SOLD,23/02/2023,
DIST-032,distributor,1852,installation,SOLD,2022-06-05,
DIST-013,distributor,1853,installation,SOLD,08/12/2021,
DIST-015,distributor,1854,installation,SOLD,31-07-2022,
DIST-008,distributor,1855,installation,SOLD,2023-02-18,
DIST-011,distributor,1856,installation,SOLD,23/05/2022,
DIST-009,distributor,1857,installation,SOLD,17/07/2022,
DIST-037,distributor,1858,installation,SOLD,2022/06/20,
DIST-035,distributor,1859,installation,SOLD,27-05-2020,
DIST-027,distributor,1860,installation,SOLD,2021/09/03,
DIST-014,distributor,1861,installation,SOLD,04/01/2021,
DIST-025,distributor,1862,installation,SOLD,15/03/2024,
DIST-022,distributor,1863,installation,SOLD,05-03-2022,
DIST-022,distributor,1864,installation,SOLD,2025/04/23,
DIST-001,distributor,1865,installation,SOLD,2024-02-02,
DIST-011,distributor,1866,installation,SOLD,25-11-2021,
DIST-002,distributor,1867,installation,SOLD,2022/04/28,
DIST-005,distributor,1868,installation,SOLD,20-03-2020,
DIST-009,distributor,1869,installation,SOLD,23/05/2021,
DIST-010,distributor,1870,installation,SOLD,2020/04/22,
DIST-012,distributor,1871,installation,SOLD,2023/03/03,
DIST-020,distributor,1872,installation,SOLD,2020-05-14,
DIST-025,distributor,1873,installation,SOLD,23/01/2021,
DIST-035,distributor,1874,installation,SOLD,03-05-2022,
DIST-001,distributor,1875,installation,SOLD,2022/06/15,
DIST-008,distributor,1876,installation,SOLD,2024/05/03,
DIST-034,distributor,1877,installation,SOLD,17-11-2021,
DIST-028,distributor,1878,installation,SOLD,2020-06-30,
DIST-010,distributor,1879,installation,SOLD,2020-03-31,
DIST-022,distributor,1880,installation,SOLD,2021-12-07,
DIST-019,distributor,1881,installation,SOLD,06-08-2023,
DIST-017,distributor,1882,installation,SOLD,09/03/2020,
DIST-030,distributor,1883,installation,SOLD,11-02-2025,
DIST-028,distributor,1884,installation,SOLD,11-05-2022,
DIST-015,distributor,1885,installation,SOLD,04/03/2021,
DIST-036,distributor,1886,installation,SOLD,2022/05/15,
DIST-024,distributor,1887,installation,SOLD,2022/03/14,
DIST-038,distributor,1888,installation,SOLD,28-06-2022,
DIST-002,distributor,1889,installation,SOLD,30/09/2024,
DIST-026,distributor,1890,installation,SOLD,2024/09/05,
DIST-013,distributor,1891,installation,SOLD,2021-07-10,
DIST-007,distributor,1892,installation,SOLD,2024-12-04,
DIST-021,distributor,1893,installation,SOLD,2020/04/25,
DIST-004,distributor,1894,installation,SOLD,21/08/2023,
DIST-002,distributor,1895,installation,SOLD,2021-08-29,
DIST-024,distributor,1896,installation,SOLD,26-10-2023,
DIST-010,distributor,1897,installation,SOLD,2023-09-23,
DIST-001,distributor,1898,installation,SOLD,2021/11/27,
DIST-027,distributor,1899,installation,SOLD,2021/07/20,
DIST-026,distributor,1900,installation,SOLD,2023/06/17,
DIST-035,distributor,1901,installation,SOLD,2022/06/16,
DIST-001,distributor,1902,installation,SOLD,2021/02/02,
DIST-020,distributor,1903,installation,SOLD,24-09-2023,
DIST-023,distributor,1904,installation,SOLD,2022-05-07,
DIST-032,distributor,1905,installation,SOLD,24/10/2024,
DIST-015,distributor,1906,installation,SOLD,2025/02/25,
DIST-026,distributor,1907,installation,SOLD,2020/04/26,
DIST-024,distributor,1908,installation,SOLD,15/07/2022,
DIST-034,distributor,1909,installation,SOLD,15-03-2022,
DIST-004,distributor,1910,installation,SOLD,2020-09-11,
DIST-001,distributor,1911,installation,SOLD,15/03/2024,
DIST-007,distributor,1912,installation,SOLD,2023-06-19,
DIST-024,distributor,1913,installation,SOLD,10/03/2021,
DIST-002,distributor,1914,installation,SOLD,31-07-2021,
DIST-008,distributor,1915,installation,SOLD,23-01-2021,
DIST-031,distributor,1916,installation,SOLD,2021-03-10,
DIST-012,distributor,1917,installation,SOLD,25/10/2024,
DIST-013,distributor,1918,installation,SOLD,2021-04-24,
DIST-025,distributor,1919,installation,SOLD,2024/01/16,
DIST-028,distributor,1920,installation,SOLD,2021-03-03,
DIST-010,distributor,1921,installation,SOLD,14-03-2020,
DIST-019,distributor,1922,installation,SOLD,2021-02-13,
DIST-001,distributor,1923,installation,SOLD,27-01-2021,
DIST-005,distributor,1924,installation,SOLD,08-04-2023,
DIST-020,distributor,1925,installation,SOLD,16/12/2020,
DIST-032,distributor,1926,installation,SOLD,21-02-2025,
DIST-005,distributor,1927,installation,SOLD,2024/05/09,
DIST-022,distributor,1928,installation,SOLD,24-06-2021,
DIST-019,distributor,1929,installation,SOLD,2023/11/12,
DIST-007,distributor,1930,installation,SOLD,23/11/2021,
DIST-004,distributor,1931,installation,SOLD,2024/04/21,
DIST-020,distributor,1932,installation,SOLD,03-12-2022,
DIST-026,distributor,1933,installation,SOLD,2023-08-04,
DIST-017,distributor,1934,installation,SOLD,14-12-2023,
DIST-036,distributor,1935,installation,SOLD,29-07-2023,
DIST-004,distributor,1936,installation,SOLD,2020/06/02,
DIST-017,distributor,1937,installation,SOLD,2020-05-18,
DIST-029,distributor,1938,installation,SOLD,09/05/2022,
DIST-030,distributor,1939,installation,SOLD,2023/01/18,
DIST-017,distributor,1940,installation,SOLD,14-09-2021,
DIST-012,distributor,1941,installation,SOLD,01-06-2021,
DIST-008,distributor,1942,installation,SOLD,26-01-2021,
DIST-019,distributor,1943,installation,SOLD,11-11-2024,
DIST-038,distributor,1944,installation,SOLD,2021-09-08,
DIST-018,distributor,1945,installation,SOLD,27/10/2020,
DIST-006,distributor,1946,installation,SOLD,24-10-2021,
DIST-012,distributor,1947,installation,SOLD,2024-01-25,
DIST-018,distributor,1948,installation,SOLD,2023-11-07,
DIST-004,distributor,1949,installation,SOLD,2023/02/20,
DIST-035,distributor,1950,installation,SOLD,11/07/2021,
DIST-009,distributor,1951,installation,SOLD,26-09-2023,
DIST-014,distributor,1952,installation,SOLD,2022/06/01,
DIST-028,distributor,1953,installation,SOLD,09-03-2020,
DIST-037,distributor,1954,installation,SOLD,16/08/2021,
DIST-017,distributor,1955,installation,SOLD,2020-06-16,
DIST-011,distributor,1956,installation,SOLD,25/09/2020,
DIST-019,distributor,1957,installation,SOLD,2020-06-12,
DIST-026,distributor,1958,installation,SOLD,14-03-2025,
DIST-035,distributor,1959,installation,SOLD,15/02/2022,
DIST-022,distributor,1960,installation,SOLD,2023/07/04,
DIST-005,distributor,1961,installation,SOLD,2022/10/16,
DIST-037,distributor,1962,installation,SOLD,2023/12/23,
DIST-031,distributor,1963,installation,SOLD,2023-07-29,
DIST-025,distributor,1964,installation,SOLD,15/05/2021,
DIST-018,distributor,1965,installation,SOLD,2021/05/01,
DIST-023,distributor,1966,installation,SOLD,2022/12/27,
DIST-007,distributor,1967,installation,SOLD,01-08-2020,
DIST-017,distributor,1968,installation,SOLD,20/06/2021,
DIST-012,distributor,1969,installation,SOLD,2020/03/24,
DIST-016,distributor,1970,installation,SOLD,04-03-2025,
DIST-019,distributor,1971,installation,SOLD,03/07/2022,
DIST-035,distributor,1972,installation,SOLD,22-11-2022,
DIST-018,distributor,1973,installation,SOLD,2021-03-25,
DIST-006,distributor,1974,installation,SOLD,2023-07-01,
DIST-026,distributor,1975,installation,SOLD,18-09-2022,
DIST-011,distributor,1976,installation,SOLD,28/06/2022,
DIST-001,distributor,1977,installation,SOLD,25-04-2025,
DIST-017,distributor,1978,installation,SOLD,29/01/2023,
DIST-019,distributor,1979,installation,SOLD,2020-04-28,
DIST-012,distributor,1980,installation,SOLD,12-09-2022,
DIST-003,distributor,1981,installation,SOLD,2020-05-06,
DIST-027,distributor,1982,installation,SOLD,18-08-2020,
DIST-001,distributor,1983,installation,SOLD,08-02-2022,
DIST-015,distributor,1984,installation,SOLD,2021-11-29,
DIST-009,distributor,1985,installation,SOLD,03-01-2021,
DIST-025,distributor,1986,installation,SOLD,20-03-2024,
DIST-003,distributor,1987,installation,SOLD,23/10/2023,
DIST-029,distributor,1988,installation,SOLD,24-11-2020,
DIST-019,distributor,1989,installation,SOLD,2023/12/14,
DIST-028,distributor,1990,installation,SOLD,01-11-2021,
DIST-024,distributor,1991,installation,SOLD,2023-05-20,
DIST-034,distributor,1992,installation,SOLD,06/06/2022,
DIST-018,distributor,1993,installation,SOLD,2023/06/28,
DIST-005,distributor,1994,installation,SOLD,19/10/2023,
DIST-015,distributor,1995,installation,SOLD,2024/08/10,
DIST-029,distributor,1996,installation,SOLD,25-02-2023,
DIST-036,distributor,1997,installation,SOLD,2020/09/25,
DIST-034,distributor,1998,installation,SOLD,08/01/2025,
DIST-034,distributor,1999,installation,SOLD,06-07-2020,
DIST-028,distributor,2000,installation,SOLD,2020-06-22,
DIST-002,distributor,2001,installation,SOLD,2023-11-28,
DIST-027,distributor,2002,installation,SOLD,2024/03/16,
DIST-033,distributor,2003,installation,SOLD,2023/10/30,
DIST-031,distributor,2004,installation,SOLD,13-01-2025,
DIST-002,distributor,2005,installation,SOLD,2022-09-27,
DIST-035,distributor,2006,installation,SOLD,06/12/2023,
DIST-037,distributor,2007,installation,SOLD,16-04-2020,
DIST-006,distributor,2008,installation,SOLD,2024-12-25,
DIST-030,distributor,2009,installation,SOLD,19-03-2020,
DIST-002,distributor,2010,installation,SOLD,2025-03-12,
DIST-019,distributor,2011,installation,SOLD,22-12-2024,
DIST-001,distributor,2012,installation,SOLD,2025-04-30,
DIST-004,distributor,2013,installation,SOLD,21-10-2020,
DIST-025,distributor,2014,installation,SOLD,2022-06-21,
DIST-010,distributor,2015,installation,SOLD,05/07/2024,
DIST-010,distributor,2016,installation,SOLD,13/09/2022,
DIST-005,distributor,2017,installation,SOLD,2023-08-02,
DIST-012,distributor,2018,installation,SOLD,2022/09/06,
DIST-022,distributor,2019,installation,SOLD,23-09-2021,
DIST-008,distributor,2020,installation,SOLD,09/06/2023,
DIST-009,distributor,2021,installation,SOLD,16/03/2022,
DIST-014,distributor,2022,installation,SOLD,23-03-2025,
DIST-006,distributor,2023,installation,SOLD,2022-09-04,
DIST-006,distributor,2024,installation,SOLD,2021-06-29,
DIST-036,distributor,2025,installation,SOLD,04-01-2025,
DIST-025,distributor,2026,installation,SOLD,14/10/2022,
DIST-029,distributor,2027,installation,SOLD,13/07/2022,
DIST-016,distributor,2028,installation,SOLD,07-07-2022,
DIST-026,distributor,2029,installation,SOLD,21-04-2025,
DIST-032,distributor,2030,installation,SOLD,2021-08-24,
DIST-009,distributor,2031,installation,SOLD,17-09-2023,
DIST-013,distributor,2032,installation,SOLD,2023-05-16,
DIST-032,distributor,2033,installation,SOLD,2021/10/03,
DIST-004,distributor,2034,installation,SOLD,2022-04-21,
DIST-026,distributor,2035,installation,SOLD,14/03/2020,
DIST-015,distributor,2036,installation,SOLD,01/08/2022,
DIST-010,distributor,2037,installation,SOLD,14-10-2024,
DIST-001,distributor,2038,installation,SOLD,14/06/2021,
DIST-028,distributor,2039,installation,SOLD,2021/01/12,
DIST-009,distributor,2040,installation,SOLD,20-11-2020,
DIST-027,distributor,2041,installation,SOLD,21-08-2024,
DIST-032,distributor,2042,installation,SOLD,2021/07/21,
DIST-007,distributor,2043,installation,SOLD,20-05-2024,
DIST-027,distributor,2044,installation,SOLD,2025-01-22,
DIST-013,distributor,2045,installation,SOLD,2020-07-04,
DIST-001,distributor,2046,installation,SOLD,11-05-2024,
DIST-001,distributor,2047,installation,SOLD,01-03-2024,
DIST-031,distributor,2048,installation,SOLD,2021/07/31,
DIST-005,distributor,2049,installation,SOLD,05/03/2023,
DIST-017,distributor,2050,installation,SOLD,2023/07/03,
DIST-032,distributor,2051,installation,SOLD,09/03/2020,
DIST-008,distributor,2052,installation,SOLD,2020-04-27,
DIST-038,distributor,2053,installation,SOLD,12/07/2021,
DIST-035,distributor,2054,installation,SOLD,14-06-2021,
DIST-019,distributor,2055,installation,SOLD,2025-04-09,
DIST-030,distributor,2056,installation,SOLD,04/05/2020,
DIST-011,distributor,2057,installation,SOLD,01/03/2021,
DIST-007,distributor,2058,installation,SOLD,2024/09/24,
DIST-008,distributor,2059,installation,SOLD,05/08/2023,
DIST-031,distributor,2060,installation,SOLD,19-03-2024,
DIST-006,distributor,2061,installation,SOLD,2020/09/14,
DIST-032,distributor,2062,installation,SOLD,2023-08-21,
DIST-024,distributor,2063,installation,SOLD,2020-04-12,
DIST-036,distributor,2064,installation,SOLD,2020-03-19,
DIST-004,distributor,2065,installation,SOLD,08-07-2020,
DIST-006,distributor,2066,installation,SOLD,2023/10/24,
DIST-014,distributor,2067,installation,SOLD,15/03/2025,
DIST-017,distributor,2068,installation,SOLD,12-11-2021,
DIST-003,distributor,2069,installation,SOLD,13-09-2024,
DIST-021,distributor,2070,installation,SOLD,2022-06-28,
DIST-033,distributor,2071,installation,SOLD,26/11/2024,
DIST-022,distributor,2072,installation,SOLD,2023-08-14,
DIST-021,distributor,2073,installation,SOLD,25/05/2023,
DIST-029,distributor,2074,installation,SOLD,2023-12-25,
DIST-033,distributor,2075,installation,SOLD,2020/10/07,
DIST-007,distributor,2076,installation,SOLD,2020/08/15,
DIST-005,distributor,2077,installation,SOLD,2025/03/10,
DIST-014,distributor,2078,installation,SOLD,19-11-2022,
DIST-035,distributor,2079,installation,SOLD,20-09-2022,
DIST-021,distributor,2080,installation,SOLD,2024/05/16,
DIST-016,distributor,2081,installation,SOLD,25-03-2024,
DIST-001,distributor,2082,installation,SOLD,2021-01-06,
DIST-010,distributor,2083,installation,SOLD,19-04-2025,
DIST-036,distributor,2084,installation,SOLD,2022-11-26,
DIST-038,distributor,2085,installation,SOLD,2022-05-12,
DIST-035,distributor,2086,installation,SOLD,12/05/2021,
DIST-007,distributor,2087,installation,SOLD,01/03/2020,
DIST-018,distributor,2088,installation,SOLD,2021/12/20,
DIST-021,distributor,2089,installation,SOLD,2022/12/15,
DIST-005,distributor,2090,installation,SOLD,17/01/2022,
DIST-028,distributor,2091,installation,SOLD,2021-06-11,
DIST-033,distributor,2092,installation,SOLD,13-06-2020,
DIST-016,distributor,2093,installation,SOLD,2020/06/16,
DIST-031,distributor,2094,installation,SOLD,11/09/2022,
DIST-033,distributor,2095,installation,SOLD,08-01-2024,
DIST-026,distributor,2096,installation,SOLD,2024/06/27,
DIST-021,distributor,2097,installation,SOLD,2025-02-24,
DIST-005,distributor,2098,installation,SOLD,20-06-2024,
DIST-028,distributor,2099,installation,SOLD,2021-04-01,
DIST-038,distributor,2100,installation,SOLD,14/09/2024,
DIST-005,distributor,2101,installation,SOLD,30-12-2023,
DIST-022,distributor,2102,installation,SOLD,01-02-2024,
DIST-009,distributor,2103,installation,SOLD,20-08-2024,
DIST-025,distributor,2104,installation,SOLD,2021/11/12,
DIST-002,distributor,2105,installation,SOLD,04-12-2022,
DIST-029,distributor,2106,installation,SOLD,11/07/2023,
DIST-009,distributor,2107,installation,SOLD,2023/09/22,
DIST-026,distributor,2108,installation,SOLD,19-03-2023,
DIST-018,distributor,2109,installation,SOLD,10-08-2020,
DIST-034,distributor,2110,installation,SOLD,22/08/2022,
DIST-010,distributor,2111,installation,SOLD,2022/05/07,
DIST-013,distributor,2112,installation,SOLD,16-09-2024,
DIST-016,distributor,2113,installation,SOLD,2020/07/20,
DIST-004,distributor,2114,installation,SOLD,2024-09-17,
DIST-028,distributor,2115,installation,SOLD,01-05-2025,
DIST-018,distributor,2116,installation,SOLD,2021/06/18,
DIST-003,distributor,2117,installation,SOLD,05-03-2023,
DIST-037,distributor,2118,installation,SOLD,2020/04/28,
DIST-010,distributor,2119,installation,SOLD,2020-07-16,
DIST-002,distributor,2120,installation,SOLD,2022-10-26,
DIST-035,distributor,2121,installation,SOLD,2023/04/01,
DIST-013,distributor,2122,installation,SOLD,2024-08-08,
DIST-037,distributor,2123,installation,SOLD,2022-03-31,
DIST-018,distributor,2124,installation,SOLD,26-09-2023,
DIST-012,distributor,2125,installation,SOLD,24/12/2021,
DIST-019,distributor,2126,installation,SOLD,2023/05/30,
DIST-010,distributor,2127,installation,SOLD,2024-01-29,
DIST-033,distributor,2128,installation,SOLD,2020-05-23,
DIST-035,distributor,2129,installation,SOLD,22/12/2023,
DIST-027,distributor,2130,installation,SOLD,2022-11-01,
DIST-038,distributor,2131,installation,SOLD,14/05/2024,
DIST-025,distributor,2132,installation,SOLD,2024-11-03,
DIST-034,distributor,2133,installation,SOLD,27/06/2021,
DIST-026,distributor,2134,installation,SOLD,12/09/2021,
DIST-007,distributor,2135,installation,SOLD,20/04/2021,
DIST-004,distributor,2136,installation,SOLD,2021-04-14,
DIST-018,distributor,2137,installation,SOLD,06-07-2024,
DIST-003,distributor,2138,installation,SOLD,14-12-2022,
DIST-032,distributor,2139,installation,SOLD,2021-01-10,
DIST-003,distributor,2140,installation,SOLD,16-12-2020,
DIST-035,distributor,2141,installation,SOLD,2020/10/24,
DIST-021,distributor,2142,installation,SOLD,07-11-2021,
DIST-035,distributor,2143,installation,SOLD,25-06-2020,
DIST-023,distributor,2144,installation,SOLD,2022/08/24,
DIST-020,distributor,2145,installation,SOLD,23-09-2020,
DIST-023,distributor,2146,installation,SOLD,2024/05/26,
DIST-015,distributor,2147,installation,SOLD,2023-07-06,
DIST-011,distributor,2148,installation,SOLD,2022-02-03,
DIST-023,distributor,2149,installation,SOLD,2022-04-30,
DIST-031,distributor,2150,installation,SOLD,2023-06-21,
DIST-018,distributor,2151,installation,SOLD,08/05/2025,
DIST-005,distributor,2152,installation,SOLD,18-12-2020,
DIST-004,distributor,2153,installation,SOLD,2022-05-02,
DIST-026,distributor,2154,installation,SOLD,2022-03-20,
DIST-008,distributor,2155,installation,SOLD,07-10-2021,
DIST-028,distributor,2156,installation,SOLD,2020-03-05,
DIST-015,distributor,2157,installation,SOLD,03/03/2025,
DIST-023,distributor,2158,installation,SOLD,20/04/2020,
DIST-008,distributor,2159,installation,SOLD,2020-05-23,
DIST-028,distributor,2160,installation,SOLD,10-05-2021,
